,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
11732997_a_at,6.212903993,0.301927516,0.084673803,3.565772454,0.000362786,0.005016131
11732998_at,4.182677686,0.289367264,0.103964201,2.78333563,0.005380312,0.045114656
11733005_at,3.41319546,0.373509654,0.115609357,3.230790863,0.001234482,0.013800788
11733007_at,4.435596762,0.282810452,0.101103125,2.79724738,0.005154005,0.043700519
11733011_x_at,8.839840338,-0.251182993,0.071583809,-3.508935853,0.000449903,0.006027378
11733042_at,3.295627588,-0.451537242,0.117513666,-3.842423234,0.000121826,0.002007675
11733044_at,4.091568885,-0.337277896,0.105390373,-3.200272341,0.001372978,0.01503541
11733059_a_at,3.56139806,0.404251421,0.112831842,3.582777832,0.00033996,0.004759102
11733071_a_at,6.151322552,0.309875815,0.085128368,3.640100484,0.000272532,0.003952589
11733073_a_at,8.26873532,0.262056814,0.073820909,3.549899587,0.000385378,0.005290799
11733079_a_at,5.976885417,0.243916295,0.086269452,2.827377356,0.004693099,0.040623715
11733081_a_at,4.568909831,-0.31180515,0.099634572,-3.12948753,0.001751115,0.018261139
11733087_a_at,5.592803991,-0.332573356,0.089796554,-3.703631597,0.000212535,0.003191986
11733088_at,8.044598993,-0.229533714,0.07477278,-3.069749636,0.002142383,0.021480697
11733094_s_at,4.773976277,0.407307118,0.098028021,4.155007034,3.25E-05,0.00064636
11733115_a_at,9.46350955,-0.797648879,0.071961745,-11.08434592,1.49E-28,7.17E-26
11733126_a_at,6.156474361,0.292566227,0.085051736,3.439861921,0.000582011,0.007465542
11733142_x_at,4.394546087,-0.344731531,0.10167409,-3.390554366,0.000697514,0.008677876
11733143_a_at,4.980474283,-0.304129773,0.095567884,-3.182342864,0.001460888,0.015778104
11733149_a_at,6.239947825,-0.307653999,0.084528829,-3.639633998,0.000273026,0.003958411
11733166_at,4.99200433,-0.454681241,0.096292194,-4.721890981,2.34E-06,6.49E-05
11733172_at,5.261745748,0.377464199,0.09316384,4.051616996,5.09E-05,0.000956838
11733203_at,2.820816913,0.491243335,0.126076755,3.896383073,9.76E-05,0.001666359
11733204_a_at,2.882618721,0.448807416,0.12455418,3.603310757,0.00031419,0.004447944
11733236_a_at,4.599192917,0.363957904,0.099534376,3.65660509,0.000255578,0.003737178
11733238_a_at,3.669045925,0.495605278,0.111704173,4.436765992,9.13E-06,0.00021535
11733239_x_at,3.694727438,0.446741424,0.111034524,4.023446099,5.74E-05,0.001062955
11733240_at,3.864424517,0.57308348,0.109622605,5.227785655,1.72E-07,6.23E-06
11733253_a_at,6.466868128,-0.380601631,0.083322654,-4.567804948,4.93E-06,0.000125622
11733254_a_at,11.75910502,-0.186663793,0.062414453,-2.990714261,0.002783258,0.026618373
11733261_a_at,5.391875247,-0.269873034,0.091405764,-2.952472825,0.003152398,0.029546291
11733264_a_at,4.26242768,-0.348550726,0.103541959,-3.366275164,0.000761907,0.009336911
11733265_a_at,2.822875329,-0.726675977,0.128193362,-5.668592844,1.44E-08,6.42E-07
11733298_a_at,6.372958392,-0.524499114,0.0845071,-6.206568574,5.42E-10,3.14E-08
11733299_a_at,5.680271384,-0.463137303,0.089574489,-5.170415215,2.34E-07,8.21E-06
11733318_a_at,3.404253838,-0.397068267,0.116094672,-3.420210942,0.000625726,0.007927534
11733327_at,3.981473353,1.242287773,0.116737307,10.64173751,1.91E-26,7.75E-24
11733331_at,2.888055831,0.432228968,0.124454194,3.47299641,0.000514682,0.006734574
11733358_a_at,4.668202232,-0.353587069,0.099073904,-3.568922349,0.000358453,0.004965866
11733375_a_at,3.53538699,0.619458761,0.114697574,5.400800894,6.63E-08,2.60E-06
11733394_at,6.189195405,-0.998695904,0.089509086,-11.15748069,6.58E-29,3.35E-26
11733423_x_at,2.740813342,-0.555763529,0.128381888,-4.328987025,1.50E-05,0.000332663
11733433_a_at,3.217972186,0.722353487,0.122037648,5.919103643,3.24E-09,1.64E-07
11733441_s_at,6.53233486,-0.471774312,0.083225725,-5.668611634,1.44E-08,6.42E-07
11733446_at,4.383217731,0.444363645,0.102297355,4.34384298,1.40E-05,0.000314532
11733453_at,2.548521863,0.527123026,0.132438027,3.98014859,6.89E-05,0.001239845
11733464_at,7.015690663,-0.604891381,0.081269403,-7.443039587,9.84E-14,1.01E-11
11733465_at,6.589073639,-0.548904385,0.083304566,-6.589127243,4.42E-11,3.04E-09
11733484_at,2.529045428,-0.451604561,0.132282878,-3.413930563,0.000640329,0.008088535
11733503_a_at,4.239448077,0.452599259,0.104011543,4.351433005,1.35E-05,0.000304961
11733522_a_at,5.423121937,-0.772170296,0.093909733,-8.22247352,1.99E-16,2.93E-14
11733536_at,2.71362259,-0.431685646,0.127902172,-3.375123659,0.000737825,0.009101907
11733542_a_at,4.579384106,-0.462764812,0.10057937,-4.600991372,4.20E-06,0.000109104
11733543_at,2.821090834,0.755730162,0.128694459,5.872282035,4.30E-09,2.14E-07
11733551_at,3.149707906,0.429226482,0.119924122,3.579150496,0.000344713,0.004814588
11733559_a_at,3.827471985,0.598816662,0.110676909,5.410493163,6.29E-08,2.48E-06
11733581_a_at,5.145965865,-1.402821167,0.104364146,-13.44160066,3.45E-41,6.69E-38
11733599_s_at,7.565495819,-0.238036783,0.076911151,-3.094958009,0.001968408,0.020094664
11733607_a_at,2.924025244,0.68484181,0.125886457,5.440154759,5.32E-08,2.14E-06
11733608_x_at,2.965125339,0.528685707,0.123666553,4.275090514,1.91E-05,0.000407954
11733615_at,2.744398313,-0.404732171,0.127074755,-3.184992731,0.001447576,0.015683914
11733618_a_at,4.116659538,-0.404729162,0.105411163,-3.839528483,0.000123271,0.002027579
11733619_a_at,6.722676755,-0.374949818,0.081751046,-4.586483433,4.51E-06,0.000116397
11733632_s_at,6.358968829,-0.547518495,0.084700643,-6.464159847,1.02E-10,6.64E-09
11733687_s_at,3.499267709,0.6127459,0.11538973,5.310229066,1.09E-07,4.11E-06
11733695_a_at,8.673845626,0.438701274,0.072793844,6.026625975,1.67E-09,8.92E-08
11733696_x_at,8.77681856,0.364566605,0.072089595,5.05713213,4.26E-07,1.41E-05
11733698_s_at,8.537676379,-0.452343382,0.073376843,-6.16466127,7.06E-10,4.03E-08
11733699_a_at,6.196967991,0.544882756,0.08579753,6.350797703,2.14E-10,1.33E-08
11733702_x_at,7.630564104,0.474142221,0.077416501,6.124562758,9.09E-10,5.10E-08
11733706_s_at,4.480779889,1.185603924,0.109003274,10.87677348,1.49E-27,6.68E-25
11733707_x_at,4.203409923,1.522172503,0.118533683,12.84168735,9.58E-38,1.20E-34
11733708_a_at,3.859128042,0.601884044,0.11032697,5.455457052,4.88E-08,1.99E-06
11733714_a_at,3.592172591,0.502252211,0.112953398,4.446543614,8.73E-06,0.000206925
11733718_x_at,3.082968581,0.44364952,0.120907412,3.669332686,0.000243184,0.003587916
11733723_a_at,3.259327697,-0.508051309,0.118227534,-4.297233402,1.73E-05,0.000374131
11733725_a_at,8.119417755,0.231977267,0.074439574,3.116316436,0.001831257,0.018930376
11733727_s_at,2.731081594,-0.671569508,0.129694928,-5.178070729,2.24E-07,7.91E-06
11733733_a_at,4.661311816,0.288176091,0.098655283,2.921040641,0.003488643,0.032057213
11733739_a_at,3.535514057,0.334738534,0.112816202,2.967114012,0.003006095,0.028355611
11733744_at,8.425646319,-1.202540185,0.079693895,-15.08948942,1.90E-51,7.77E-48
11733745_a_at,2.626511846,-0.603744432,0.131183748,-4.602280719,4.18E-06,0.000108695
11733746_x_at,3.006761261,-0.566734487,0.123011754,-4.607157195,4.08E-06,0.000106372
11733796_s_at,7.848615475,-0.258056105,0.075630392,-3.412068875,0.000644718,0.008129544
11733797_a_at,4.410164054,-0.326492062,0.101389611,-3.220172735,0.001281134,0.014236561
11733804_at,7.575739126,-0.452220292,0.077634845,-5.824965477,5.71E-09,2.75E-07
11733805_a_at,4.682193204,-0.471973458,0.099332617,-4.751444919,2.02E-06,5.71E-05
11733806_at,5.226929038,-0.404919551,0.093533811,-4.329124889,1.50E-05,0.000332627
11733811_a_at,4.522105709,0.313729572,0.100115457,3.133677665,0.001726304,0.018068618
11733816_a_at,9.569015202,0.218176046,0.068866899,3.168082926,0.001534477,0.016415063
11733817_s_at,8.51338175,-0.416327292,0.073356059,-5.675431562,1.38E-08,6.20E-07
11733818_x_at,7.645392072,-0.53409721,0.07771989,-6.872078792,6.33E-12,5.03E-10
11733827_a_at,6.448832537,0.369916354,0.083291353,4.441233594,8.94E-06,0.000211511
11733828_x_at,6.263715576,0.40032586,0.084638775,4.729816303,2.25E-06,6.29E-05
11733832_a_at,2.447468974,-0.380277912,0.133905303,-2.839901811,0.004512742,0.039454604
11733838_s_at,7.266601578,0.218517829,0.078349925,2.788998568,0.00528713,0.044556687
11733849_a_at,9.194086734,0.245068803,0.070189734,3.491519172,0.000480282,0.006356551
11733850_x_at,10.88492672,0.202389092,0.064697267,3.128247948,0.001758518,0.018324905
11733852_at,5.993319273,-0.497054582,0.087185691,-5.701102716,1.19E-08,5.42E-07
11733864_a_at,6.633771982,0.314103701,0.082017093,3.829734613,0.000128282,0.002092259
11733905_x_at,4.337629283,0.341178112,0.102320022,3.334421791,0.000854769,0.01023694
11733915_a_at,2.37930245,0.41819413,0.135965543,3.075736097,0.002099836,0.021150461
11733924_a_at,4.317409423,0.314987176,0.102525393,3.072284487,0.002124272,0.021334185
11733925_a_at,5.560712137,0.26513684,0.089790177,2.952849075,0.003148559,0.02952327
11733962_a_at,3.231753662,0.655680721,0.120065426,5.461028575,4.73E-08,1.93E-06
11733966_at,6.061704269,-1.007809622,0.090832885,-11.09520651,1.32E-28,6.42E-26
11733967_at,6.097995742,-1.092673314,0.09136396,-11.95956603,5.79E-33,4.75E-30
11733977_a_at,3.992885232,0.337185461,0.106488568,3.166400568,0.001543381,0.016473151
11733998_a_at,3.439393703,-0.655897312,0.116488192,-5.630590562,1.80E-08,7.89E-07
11734000_a_at,5.819281468,-0.564992507,0.089005779,-6.347818247,2.18E-10,1.35E-08
11734006_a_at,6.778309803,0.298488713,0.081124463,3.679392161,0.000233791,0.003468502
11734013_a_at,7.800819721,0.210974251,0.075815759,2.782722933,0.005390482,0.045163155
11734018_at,4.003412051,0.358858422,0.106450367,3.37113373,0.000748595,0.009207782
11734024_x_at,2.986461123,-0.366760701,0.122149714,-3.002550634,0.002677274,0.025753998
11734028_a_at,3.581718228,0.418785385,0.112643202,3.717804327,0.000200962,0.003047124
11734035_a_at,3.125106266,0.398909897,0.120099454,3.321496348,0.000895362,0.010651259
11734044_at,2.782053105,-0.62515565,0.128063941,-4.881589982,1.05E-06,3.17E-05
11734045_a_at,3.249713238,-0.642666437,0.119590255,-5.373903054,7.71E-08,2.99E-06
11734084_a_at,4.784185679,0.330797042,0.09785349,3.380533902,0.000723451,0.008950458
11734085_a_at,5.007567287,-0.603339176,0.096965623,-6.222196639,4.90E-10,2.86E-08
11734103_a_at,7.255860441,0.33435775,0.078877968,4.238924471,2.25E-05,0.000470378
11734136_at,3.900461034,0.453848876,0.108305223,4.190461596,2.78E-05,0.000566099
11734164_a_at,4.313814948,-0.288727465,0.103104084,-2.800349466,0.005104731,0.043386148
11734193_a_at,9.31819814,-0.381648534,0.070215661,-5.435376219,5.47E-08,2.19E-06
11734197_at,3.371940042,-0.646141164,0.117456158,-5.501126337,3.77E-08,1.56E-06
11734200_at,3.736744018,-0.317083943,0.109905823,-2.885051342,0.003913498,0.035181097
11734233_at,4.677032053,-0.774869074,0.10149586,-7.634489488,2.27E-14,2.53E-12
11734265_at,3.562866102,-0.494174652,0.113451884,-4.355808245,1.33E-05,0.000301159
11734273_s_at,3.52063676,-0.34508083,0.113277972,-3.046318923,0.00231662,0.022864498
11734294_at,2.841506523,0.359612848,0.124827383,2.880881098,0.003965652,0.035558377
11734295_x_at,4.317767707,-0.368361782,0.102751123,-3.584990312,0.000337091,0.004725137
11734296_a_at,4.066386373,-0.582710883,0.107010567,-5.445358319,5.17E-08,2.09E-06
11734306_a_at,4.635146103,0.508413015,0.100345907,5.0666044,4.05E-07,1.34E-05
11734310_a_at,5.662033668,-0.627829022,0.091849005,-6.835447165,8.17E-12,6.39E-10
11734311_s_at,7.471072685,-0.518092103,0.078879198,-6.568171541,5.09E-11,3.46E-09
11734313_at,2.625961548,0.56386851,0.130934356,4.306497752,1.66E-05,0.000360956
11734319_a_at,4.199057841,-0.787478538,0.107027659,-7.357710583,1.87E-13,1.85E-11
11734320_a_at,5.109628179,-1.18480687,0.101647488,-11.65603686,2.14E-31,1.47E-28
11734321_at,2.616452654,-0.641796716,0.13179592,-4.869625085,1.12E-06,3.36E-05
11734322_at,3.938043643,-1.313687933,0.117409211,-11.1889682,4.62E-29,2.37E-26
11734325_a_at,2.673747131,-0.622036013,0.130337505,-4.772502059,1.82E-06,5.21E-05
11734332_a_at,4.461635801,-0.672252958,0.103307539,-6.507298154,7.65E-11,5.06E-09
11734333_at,4.851883509,-0.284378651,0.097045667,-2.930359069,0.003385705,0.03135432
11734334_at,8.238813204,-0.28216345,0.074159185,-3.804834836,0.000141899,0.002272671
11734358_a_at,3.515339073,-0.315674369,0.112988814,-2.793855053,0.005208382,0.044039097
11734359_a_at,6.296374433,-0.359777392,0.084248344,-4.270438734,1.95E-05,0.000415156
11734367_at,2.586231617,-0.541993203,0.131633262,-4.117448692,3.83E-05,0.000744055
11734371_a_at,3.997811282,0.492040322,0.107299509,4.585671712,4.53E-06,0.000116709
11734396_at,4.878359447,-1.251553603,0.105349543,-11.88000981,1.50E-32,1.19E-29
11734406_a_at,2.790214688,0.474937685,0.126600168,3.751477529,0.000175796,0.002720624
11734417_a_at,2.611909827,-0.518946714,0.130833135,-3.966477713,7.29E-05,0.001303227
11734418_s_at,5.625007423,-0.935560124,0.09355316,-10.00030486,1.52E-23,4.70E-21
11734451_at,6.296089906,-0.601990792,0.085526905,-7.038613104,1.94E-12,1.65E-10
11734453_at,5.371560928,-1.085941576,0.097734938,-11.11108886,1.11E-28,5.50E-26
11734456_a_at,3.530899399,-0.45537171,0.113541511,-4.010618735,6.06E-05,0.001112253
11734459_x_at,4.976003734,-1.081256152,0.101831379,-10.61810376,2.45E-26,9.61E-24
11734472_a_at,4.188932999,-0.89730813,0.108310005,-8.284628279,1.18E-16,1.79E-14
11734548_a_at,8.643760098,0.564094938,0.073415135,7.683632745,1.55E-14,1.76E-12
11734549_s_at,8.67467049,0.526601386,0.07311715,7.202159662,5.93E-13,5.43E-11
11734550_x_at,9.327413897,0.493753873,0.07052074,7.001541257,2.53E-12,2.11E-10
11734556_a_at,7.785632742,0.236313525,0.07587059,3.11469207,0.00184137,0.019011903
11734559_x_at,4.657066416,-0.373761481,0.099432105,-3.758961754,0.00017062,0.002655934
11734565_s_at,6.240955601,-0.307663866,0.084609935,-3.636261703,0.000276623,0.003994287
11734578_a_at,6.184302444,-0.533484701,0.085878754,-6.21206847,5.23E-10,3.03E-08
11734581_a_at,3.089605244,-0.511633082,0.121124206,-4.224036608,2.40E-05,0.000497205
11734658_s_at,7.679642576,-0.222893564,0.07657229,-2.910890652,0.003604001,0.032911764
11734675_at,4.010127042,-0.33672875,0.106463504,-3.16285617,0.001562295,0.016633434
11734676_at,5.351869658,-0.372974121,0.09239381,-4.036786895,5.42E-05,0.001012218
11734677_x_at,5.506046586,-0.346078352,0.090727057,-3.814499948,0.000136459,0.002198746
11734706_a_at,4.80004323,0.351646231,0.097470897,3.607704873,0.000308918,0.004392248
11734713_s_at,6.63923675,0.334215727,0.08201476,4.075068027,4.60E-05,0.000876934
11734715_a_at,6.181906796,0.322874172,0.084943658,3.801039195,0.000144091,0.002301727
11734723_at,2.981604087,-0.402837223,0.122355493,-3.292350937,0.000993536,0.011596138
11734725_a_at,8.114419988,0.204549188,0.074357245,2.750897902,0.005943216,0.048717938
11734727_a_at,4.10687542,-0.354309971,0.10520161,-3.367913959,0.000757392,0.009289674
11734758_x_at,4.563505673,0.304288867,0.099624296,3.054364046,0.002255382,0.022371944
11734783_at,4.575103705,-0.360749516,0.099881638,-3.611770118,0.000304114,0.004328277
11734793_at,4.790019149,0.289705303,0.097393393,2.974588874,0.002933815,0.027809018
11734799_s_at,4.111332689,0.345631166,0.105041664,3.290419765,0.00100038,0.011656902
11734804_a_at,3.525129706,0.318684431,0.112925173,2.822084938,0.004771254,0.041133393
11734808_s_at,4.206249974,-0.52291281,0.105513894,-4.955866865,7.20E-07,2.26E-05
11734831_at,2.369057097,0.394502555,0.136057113,2.899536431,0.003737149,0.033902813
11734851_at,5.271564739,0.365274887,0.093082122,3.924221749,8.70E-05,0.001510318
11734852_a_at,6.268676126,0.378309369,0.084608878,4.471272745,7.78E-06,0.000186977
11734861_a_at,2.620388641,0.384725345,0.129698711,2.966300456,0.003014059,0.028405624
11734872_x_at,7.688099302,0.225769874,0.076287957,2.959443179,0.003081955,0.028968751
11734887_at,4.138221501,-0.550012693,0.105979103,-5.189822127,2.10E-07,7.49E-06
11734906_a_at,4.045779035,-0.479568823,0.106562701,-4.500344112,6.78E-06,0.000166423
11734927_at,5.756047929,-0.265796874,0.088140664,-3.015598735,0.002564724,0.02486706
11734939_a_at,6.280898205,-0.610908226,0.085634493,-7.133903664,9.76E-13,8.53E-11
11734940_a_at,3.423087421,-0.681764653,0.117088274,-5.822655263,5.79E-09,2.78E-07
11734947_a_at,3.404342278,-0.405924022,0.115843235,-3.504080496,0.000458187,0.006112881
11734948_x_at,4.154836712,-0.499997019,0.105938924,-4.719672447,2.36E-06,6.55E-05
11734955_a_at,6.752666747,0.279668107,0.081219612,3.443356855,0.000574541,0.007395392
11734959_at,4.050510695,-0.750979672,0.108710311,-6.90808138,4.91E-12,3.95E-10
11734960_at,2.801118136,-0.380335128,0.125742614,-3.024711488,0.002488704,0.024258662
11734971_s_at,2.651618149,0.575682059,0.130398006,4.414807219,1.01E-05,0.000236712
11734972_x_at,4.38371054,0.465164513,0.102438792,4.540901968,5.60E-06,0.000140821
11734978_at,5.047378629,-0.659854776,0.096816309,-6.815533249,9.39E-12,7.23E-10
11734979_at,6.707894124,-0.84101216,0.08462265,-9.938381211,2.83E-23,8.40E-21
11734982_a_at,4.67810114,-0.430303257,0.099264722,-4.334906164,1.46E-05,0.0003257
11735037_a_at,3.459780253,-0.429862428,0.114500692,-3.754234335,0.000173872,0.002698685
11735038_a_at,2.771367313,-0.527290856,0.127403489,-4.138747364,3.49E-05,0.000686244
11735051_a_at,6.404491762,-0.536288913,0.084321269,-6.360066926,2.02E-10,1.26E-08
11735052_a_at,5.263349395,-0.573174298,0.094086092,-6.092019399,1.11E-09,6.14E-08
11735059_a_at,4.272345599,-0.833572105,0.1069267,-7.795733911,6.40E-15,7.76E-13
11735060_a_at,8.911141785,0.207738128,0.071146832,2.919850716,0.003501991,0.03217294
11735068_a_at,4.332593284,-0.468368661,0.103017414,-4.546499874,5.45E-06,0.00013768
11735077_a_at,5.000718188,-0.557639794,0.097096169,-5.743169886,9.29E-09,4.31E-07
11735078_s_at,5.021143192,-0.512548887,0.096578611,-5.307064202,1.11E-07,4.18E-06
11735083_at,3.504795894,0.380694449,0.113866275,3.34334682,0.000827744,0.009991682
11735084_s_at,3.977782689,0.425779928,0.107549303,3.958927842,7.53E-05,0.00133672
11735095_at,2.472770921,-0.431340245,0.133613172,-3.228276363,0.001245386,0.013897205
11735112_at,2.689063439,-0.396442464,0.128289075,-3.090227781,0.00200003,0.020320709
11735116_a_at,6.315163539,0.459421574,0.084524978,5.435335022,5.47E-08,2.19E-06
11735138_a_at,3.086361461,-0.79084951,0.124791461,-6.337368768,2.34E-10,1.44E-08
11735140_at,3.124221073,0.389233888,0.119893282,3.246502897,0.001168323,0.013171557
11735143_at,4.533460465,-0.350764595,0.100860961,-3.477704263,0.000505728,0.006639794
11735148_a_at,6.35336243,-0.321076108,0.083760739,-3.833253066,0.00012646,0.00206887
11735157_at,4.132624345,-0.31210997,0.104690846,-2.981253683,0.002870709,0.027332247
11735167_x_at,5.925304711,0.261200992,0.086737175,3.011407631,0.002600395,0.025128518
11735194_a_at,5.007408857,-0.492803165,0.096255663,-5.119731642,3.06E-07,1.04E-05
11735196_a_at,4.121942572,-0.312884589,0.104746797,-2.987056387,0.002816778,0.026890745
11735203_a_at,2.565355084,-0.368543279,0.130913579,-2.815164633,0.004875225,0.04189435
11735211_at,3.340695992,-0.404382806,0.116155157,-3.481402093,0.000498796,0.006564944
11735212_at,5.715338654,-0.473494938,0.089308292,-5.301802633,1.15E-07,4.29E-06
11735213_a_at,5.453394684,-0.70959402,0.093163816,-7.616626789,2.60E-14,2.89E-12
11735214_a_at,6.388744915,-0.559260105,0.084527286,-6.616326265,3.68E-11,2.56E-09
11735216_a_at,3.263257196,0.377017026,0.117389932,3.21166407,0.001319686,0.014581453
11735218_at,3.50471,1.236295194,0.12463766,9.919114251,3.44E-23,1.01E-20
11735219_at,3.319864753,1.113234774,0.125841072,8.846354844,9.04E-19,1.72E-16
11735234_a_at,4.609199032,0.428723369,0.100137047,4.281366201,1.86E-05,0.000399413
11735241_at,5.782370687,-0.339808569,0.088236545,-3.851109198,0.000117584,0.001949821
11735242_s_at,6.666914233,-0.407600628,0.082231376,-4.956753081,7.17E-07,2.25E-05
11735268_s_at,5.617564627,-0.425021742,0.089919402,-4.726696727,2.28E-06,6.37E-05
11735269_x_at,6.070188839,-0.423025824,0.086167232,-4.90935839,9.14E-07,2.80E-05
11735282_at,2.380442171,-0.371995137,0.135620668,-2.742908899,0.006089758,0.049576413
11735292_at,2.991222693,-0.401433856,0.122158068,-3.286183745,0.001015547,0.011801418
11735293_x_at,5.241959485,-0.274659568,0.092969917,-2.954284323,0.003133951,0.029392758
11735294_a_at,3.465323775,-0.521563414,0.115169839,-4.528645865,5.94E-06,0.000148175
11735300_a_at,4.11066735,0.485607114,0.105789835,4.590300326,4.43E-06,0.000114496
11735320_a_at,5.243712682,-0.441290546,0.093623503,-4.713459046,2.44E-06,6.72E-05
11735324_s_at,3.920514882,0.529286738,0.108592955,4.874043037,1.09E-06,3.29E-05
11735331_a_at,5.160748684,-0.779240824,0.096601101,-8.066583235,7.23E-16,9.99E-14
11735356_a_at,3.757101919,-0.387441202,0.109851377,-3.52695809,0.000420363,0.005694182
11735382_at,7.035861335,-0.30052865,0.079764155,-3.767715592,0.000164748,0.002577694
11735390_a_at,5.262605078,0.291761439,0.09272898,3.14638896,0.001653,0.017429911
11735394_s_at,3.839469828,-0.418445871,0.109119414,-3.834751808,0.000125691,0.002061035
11735415_a_at,4.445841261,0.302375564,0.100989719,2.994122246,0.002752356,0.026346452
11735418_at,3.58645218,0.464722903,0.112890004,4.116599224,3.85E-05,0.00074599
11735421_a_at,3.627255275,1.028451773,0.117914849,8.721986938,2.73E-18,5.01E-16
11735423_a_at,5.74575855,-0.318413107,0.088435431,-3.60051513,0.000317587,0.00449009
11735430_at,5.6596916,-1.037817469,0.094512217,-10.98077582,4.73E-28,2.22E-25
11735485_s_at,3.062471934,0.496428958,0.121888156,4.072823591,4.64E-05,0.000884641
11735520_a_at,2.605370062,0.369672405,0.129987438,2.843908683,0.004456382,0.039081928
11735545_at,3.993586758,-0.432499813,0.107180268,-4.03525593,5.45E-05,0.00101795
11735570_a_at,7.720822632,-0.221731523,0.076328217,-2.90497448,0.00367283,0.033468707
11735584_x_at,6.110007894,0.248286628,0.085267047,2.911870843,0.003592712,0.032829738
11735589_at,3.700806556,-0.790776973,0.113971071,-6.938400843,3.97E-12,3.25E-10
11735604_a_at,4.491768265,-0.300471913,0.100392541,-2.992970499,0.002762765,0.026440152
11735610_a_at,6.52251894,-0.241588124,0.08242693,-2.930936806,0.003379415,0.031323253
11735622_a_at,3.690240553,-0.439623488,0.111118708,-3.95634088,7.61E-05,0.001349026
11735640_a_at,3.216861104,0.567320183,0.119394133,4.75165879,2.02E-06,5.71E-05
11735642_at,5.052074021,-0.419028384,0.09537043,-4.393692933,1.11E-05,0.000257813
11735643_a_at,7.499187511,-0.274022042,0.077485857,-3.536413641,0.000405599,0.005516949
11735703_at,4.754389772,-0.312300603,0.098054901,-3.184956589,0.001447757,0.015683914
11735734_a_at,3.176446826,-0.358945357,0.11877259,-3.022122849,0.002510087,0.024438418
11735735_x_at,3.670003086,-0.409089384,0.111438491,-3.670988172,0.000241615,0.003568454
11735743_at,7.822859579,-0.551008347,0.076940257,-7.161509005,7.98E-13,7.10E-11
11735752_a_at,7.754854609,0.241115793,0.076028432,3.171389781,0.001517114,0.016278278
11735754_a_at,7.32823839,0.241090029,0.07808482,3.087540305,0.002018204,0.020474983
11735760_a_at,4.098680283,-0.370002309,0.107091547,-3.455009458,0.000550274,0.007130335
11735764_a_at,6.557924661,-0.237988369,0.082226483,-2.89430314,0.003800011,0.034327169
11735767_at,4.302788266,-0.464696427,0.103455519,-4.491750951,7.06E-06,0.0001719
11735768_x_at,4.580034967,-0.389968354,0.099958732,-3.901293529,9.57E-05,0.001637507
11735786_at,4.92893435,-0.641354602,0.09801648,-6.543334386,6.02E-11,4.05E-09
11735787_at,3.561593138,-0.374906612,0.112618538,-3.328995561,0.000871598,0.010412796
11735794_x_at,6.614799603,-0.563006837,0.083200552,-6.766864178,1.32E-11,9.85E-10
11735797_at,3.664325169,-0.397276639,0.111299463,-3.569438964,0.000357747,0.004959304
11735811_a_at,4.029495171,-0.372337855,0.106295356,-3.502860972,0.00046029,0.00613188
11735833_a_at,5.866838496,1.260020075,0.095109086,13.24815675,4.62E-40,7.59E-37
11735838_a_at,3.433302252,-0.535242394,0.115636466,-4.628664395,3.68E-06,9.71E-05
11735839_at,6.696427777,-0.297841544,0.081622004,-3.649034955,0.000263227,0.003835893
11735864_a_at,3.674671836,-0.511955171,0.111848842,-4.577205834,4.71E-06,0.000120801
11735867_a_at,2.462198316,0.403962301,0.133716611,3.021033038,0.002519139,0.024499733
11735873_a_at,5.672822506,0.29144037,0.088961611,3.276023967,0.001052796,0.012135161
11735913_s_at,5.244148185,-0.970598859,0.097659818,-9.938569207,2.83E-23,8.40E-21
11735937_a_at,6.044901638,-0.33746445,0.086166616,-3.916417603,8.99E-05,0.001554971
11735968_s_at,7.524573829,-0.215539397,0.077052837,-2.797293477,0.00515327,0.043700519
11735989_s_at,7.628800316,-0.573475506,0.078525108,-7.303084552,2.81E-13,2.72E-11
11735990_x_at,10.0189283,-0.433301224,0.068517795,-6.323922482,2.55E-10,1.55E-08
11736001_s_at,9.238039607,-0.293907476,0.070400277,-4.174805671,2.98E-05,0.000599331
11736002_s_at,9.622932915,-0.252615783,0.068865859,-3.668229609,0.000244236,0.003600938
11736009_a_at,8.300127949,0.221476278,0.073593508,3.009454016,0.002617177,0.025244963
11736019_a_at,4.043965692,0.581143078,0.107257682,5.418195406,6.02E-08,2.39E-06
11736035_a_at,4.959175366,0.337133635,0.095886996,3.51594742,0.000438188,0.005892617
11736047_a_at,8.054865739,-0.232957019,0.074685891,-3.11915701,0.001813693,0.01878977
11736048_at,7.190980567,-0.219265014,0.078766774,-2.783724695,0.005373863,0.04508114
11736061_a_at,5.009493376,0.814949877,0.09998421,8.150785773,3.62E-16,5.18E-14
11736068_x_at,3.896710116,-0.346529886,0.107913023,-3.211196151,0.001321837,0.014601438
11736073_a_at,4.836073524,0.283797904,0.097013742,2.925337158,0.003440832,0.031734018
11736083_x_at,5.015270061,0.420506836,0.095757301,4.391381444,1.13E-05,0.000260006
11736085_a_at,6.783865787,0.247517646,0.080949355,3.057685194,0.002230538,0.022197724
11736095_a_at,3.474082037,0.349443888,0.113844019,3.069497117,0.002144195,0.021493815
11736101_at,5.977964121,-0.308594807,0.086491891,-3.567904514,0.000359848,0.004981957
11736159_a_at,6.034023607,-0.238763455,0.085805116,-2.78262493,0.00539211,0.045163155
