,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
11718190_s_at,5.602336096,-0.25174798,0.089437191,-2.814801938,0.00488073,0.041924777
11718195_a_at,9.004926579,-0.196922124,0.070786805,-2.781904407,0.005404096,0.045228775
11718202_a_at,4.636029527,-0.317017271,0.098966719,-3.203271496,0.001358758,0.014920472
11718210_s_at,6.752220529,0.32408484,0.081347919,3.983935229,6.78E-05,0.001221789
11718211_s_at,4.71723161,0.364278429,0.098376853,3.702887614,0.000213159,0.003196866
11718212_x_at,3.936061725,0.407258382,0.10757022,3.785977023,0.000153106,0.002427569
11718237_a_at,6.219348204,-0.57732643,0.085844857,-6.725230259,1.75E-11,1.28E-09
11718243_a_at,4.709559258,-0.37610447,0.098945501,-3.801127537,0.000144039,0.002301727
11718276_x_at,6.398180999,0.264987321,0.083277242,3.181989619,0.001462671,0.015793364
11718283_a_at,7.492756724,0.255659732,0.077317632,3.306616168,0.000944302,0.011152639
11718290_a_at,7.076015868,0.456228796,0.08011321,5.694801092,1.24E-08,5.60E-07
11718293_a_at,5.940534857,0.548429433,0.088020884,6.230673997,4.64E-10,2.73E-08
11718297_a_at,5.354397802,0.253130468,0.09174226,2.759147945,0.005795229,0.047715619
11718301_at,3.623835497,-0.443626457,0.112047913,-3.959256767,7.52E-05,0.001335553
11718302_at,8.382557719,-0.442648978,0.073960685,-5.984922616,2.16E-09,1.13E-07
11718303_a_at,7.045329834,0.359471509,0.079878958,4.500202797,6.79E-06,0.000166438
11718312_at,6.471149134,-0.229655487,0.082714301,-2.7764907,0.005494921,0.04579959
11718313_at,8.428354204,0.202132767,0.073023779,2.768040344,0.005639447,0.046657983
11718314_x_at,8.387195317,0.206693307,0.073200305,2.823667313,0.004747764,0.040997814
11718324_s_at,5.828134774,-0.267657401,0.087550301,-3.057184252,0.002234269,0.022219315
11718332_a_at,9.755105647,-0.194120993,0.068165859,-2.847774471,0.004402611,0.038745702
11718335_a_at,3.769847214,-0.688107461,0.112924393,-6.093523657,1.10E-09,6.10E-08
11718336_x_at,3.460891941,-0.571246966,0.115991409,-4.924907538,8.44E-07,2.60E-05
11718337_a_at,4.710079262,-0.589920964,0.100313687,-5.880762482,4.08E-09,2.05E-07
11718347_a_at,10.73489051,0.253902285,0.065474235,3.877896145,0.000105364,0.001778971
11718363_a_at,4.04037195,-0.824087502,0.109661573,-7.514824716,5.70E-14,6.01E-12
11718364_a_at,4.194541415,-0.641980576,0.105913481,-6.061367922,1.35E-09,7.31E-08
11718376_s_at,5.195325238,0.292692452,0.093396207,3.133879437,0.001725117,0.018060627
11718403_at,4.907308478,0.588962004,0.097726904,6.026610698,1.67E-09,8.92E-08
11718404_at,7.851977472,0.354519513,0.075888197,4.671602806,2.99E-06,8.04E-05
11718414_s_at,7.657276945,0.273525033,0.076537583,3.573734929,0.000351925,0.004892907
11718416_a_at,7.689819823,-0.421837038,0.078290949,-5.388069048,7.12E-08,2.78E-06
11718418_a_at,10.89052452,-0.191834589,0.064688638,-2.965506706,0.003021848,0.028466458
11718422_s_at,7.91428668,0.260734893,0.07534727,3.46044249,0.000539288,0.007007138
11718429_at,6.75310561,0.235392838,0.081090007,2.902858767,0.003697734,0.033665373
11718445_at,6.408579796,-0.24116283,0.083162679,-2.899892508,0.003732906,0.033871524
11718446_at,7.508706312,-0.257722714,0.077245417,-3.336414305,0.000848666,0.010189481
11718452_at,7.532824366,0.490556186,0.077957984,6.292571435,3.12E-10,1.89E-08
11718453_a_at,3.822638653,0.571364043,0.11027751,5.181147491,2.21E-07,7.82E-06
11718454_a_at,5.458467338,-0.252879503,0.090689477,-2.788410626,0.005296736,0.044591831
11718464_s_at,8.033309344,-0.22240099,0.074749592,-2.975280337,0.002927209,0.027777249
11718481_s_at,5.371049125,0.316527841,0.092018576,3.439825463,0.000582089,0.007465542
11718515_a_at,10.34609526,-0.222020299,0.066324527,-3.347484064,0.000815487,0.009877248
11718531_a_at,6.37718582,0.336384843,0.083612795,4.023126385,5.74E-05,0.001063476
11718579_at,3.789333326,-0.480373544,0.110182416,-4.359802234,1.30E-05,0.000296345
11718588_a_at,6.570032397,-0.420627773,0.082887821,-5.074663145,3.88E-07,1.29E-05
11718605_a_at,2.844246161,-0.611250506,0.12703957,-4.811496983,1.50E-06,4.35E-05
11718606_a_at,5.251764535,0.275242454,0.09277841,2.96666493,0.003010488,0.028378242
11718610_at,7.771553842,-0.216418656,0.075918843,-2.850657973,0.004362887,0.038459544
11718619_a_at,2.447470527,-0.392616527,0.133979382,-2.930424963,0.003384987,0.03135432
11718620_a_at,5.948837773,-0.754586967,0.089247288,-8.455012886,2.79E-17,4.56E-15
11718627_at,5.535580237,-0.289910974,0.090074304,-3.21857579,0.001288289,0.014301183
11718651_at,5.2130978,-0.44393913,0.093951573,-4.725191025,2.30E-06,6.40E-05
11718664_a_at,6.449550335,0.235047024,0.082870061,2.836332233,0.004563495,0.039777239
11718710_a_at,7.082295396,-0.292221565,0.079464887,-3.677367171,0.000235654,0.003490079
11718711_s_at,7.020615029,-0.286251583,0.07977329,-3.588313616,0.000332824,0.004672999
11718718_a_at,7.478247131,-0.242806296,0.077322541,-3.1401748,0.001688471,0.017743017
11718744_a_at,5.110254422,-0.270143291,0.094498919,-2.858691867,0.004253918,0.037733791
11718753_a_at,5.33972514,-0.311725571,0.092027825,-3.387296949,0.000705849,0.008768269
11718754_at,7.889185412,-0.29844511,0.075556101,-3.949980297,7.82E-05,0.001380796
11718755_s_at,6.080133152,-0.244324876,0.085467633,-2.858683074,0.004254036,0.037733791
11718779_at,4.238862399,0.670655747,0.105872524,6.334558962,2.38E-10,1.46E-08
11718780_a_at,4.35492486,-0.529308346,0.10323533,-5.127201562,2.94E-07,1.01E-05
11718781_s_at,5.243637651,-0.412391079,0.093433625,-4.413733052,1.02E-05,0.000237629
11718788_a_at,5.000549104,0.310290802,0.095487752,3.249535096,0.001155938,0.013062988
11718790_at,8.417580969,0.252019817,0.07321125,3.442364605,0.000576652,0.007415865
11718797_a_at,4.285350658,0.500938392,0.103773306,4.827237489,1.38E-06,4.06E-05
11718802_a_at,4.291064602,0.292448941,0.102719966,2.84705061,0.004412635,0.038801913
11718816_a_at,6.337520487,-0.554177135,0.08484289,-6.531804104,6.50E-11,4.35E-09
11718826_a_at,8.640285275,-0.422335372,0.07284042,-5.798090835,6.71E-09,3.17E-07
11718827_x_at,8.640393367,-0.429349135,0.07286376,-5.892492141,3.80E-09,1.91E-07
11718828_s_at,10.51081378,-0.352504586,0.066183352,-5.326182141,1.00E-07,3.79E-06
11718832_a_at,6.861235325,0.36933515,0.080947048,4.56267597,5.05E-06,0.000128394
11718841_s_at,7.795643434,0.807666985,0.078756588,10.25523081,1.12E-24,3.83E-22
11718842_a_at,5.931473491,-0.273121285,0.0867518,-3.148306841,0.001642192,0.017345629
11718849_at,5.149797102,-0.320309041,0.094213973,-3.399803984,0.000674342,0.008450655
11718850_a_at,3.658567504,0.372635925,0.111210626,3.350722301,0.000806011,0.009784688
11718869_x_at,3.814926671,-0.35402198,0.109117444,-3.244412321,0.001176932,0.013254619
11718871_x_at,4.128275698,-0.337985729,0.105057614,-3.217146445,0.001294725,0.014365153
11718872_a_at,6.470956049,-0.261969029,0.082815899,-3.163269755,0.001560077,0.016622258
11718875_a_at,6.004567377,-0.269865491,0.086197562,-3.130778712,0.001743435,0.018207738
11718876_at,2.807773864,-0.747741059,0.128772752,-5.806671441,6.37E-09,3.04E-07
11718901_at,7.956790535,-0.218929458,0.075145484,-2.913408042,0.003575071,0.032689538
11718929_a_at,4.373037091,0.757306086,0.104679124,7.234547435,4.67E-13,4.34E-11
11718930_a_at,5.416098166,0.608944618,0.092746839,6.565664404,5.18E-11,3.52E-09
11718932_a_at,7.083062774,-0.649470273,0.081169808,-8.001377504,1.23E-15,1.64E-13
11718933_s_at,8.969133268,-0.508433454,0.071982577,-7.06328494,1.63E-12,1.39E-10
11718937_at,4.923351165,0.324380912,0.096179439,3.372663783,0.000744448,0.009175649
11718941_a_at,3.463715586,0.455283055,0.114562224,3.974111524,7.06E-05,0.001266372
11718943_a_at,8.042000852,0.303050213,0.074920383,4.044963487,5.23E-05,0.000981827
11718977_a_at,6.137146304,-0.347077586,0.085352905,-4.066382811,4.77E-05,0.000907009
11718978_x_at,9.061211163,-0.240141145,0.070655348,-3.398768119,0.000676901,0.008472773
11718996_at,2.677981736,-0.352919802,0.128202061,-2.752840305,0.005908071,0.04845776
11719000_x_at,4.614837055,0.29435742,0.09918173,2.967859302,0.002998816,0.028305716
11719015_a_at,3.556285598,0.366630762,0.112658791,3.254346677,0.001136535,0.012881232
11719018_at,6.290281131,0.310088574,0.084116521,3.686417017,0.000227434,0.003388323
11719019_at,7.554410028,0.253542817,0.076978486,3.293684117,0.000988836,0.01155392
11719028_a_at,6.126431999,-0.244929718,0.085153696,-2.876325156,0.00402335,0.035994269
11719035_a_at,6.455170233,-0.325251813,0.083120678,-3.913007228,9.12E-05,0.001573915
11719042_s_at,7.822198401,0.218039101,0.07567606,2.881216327,0.003961436,0.035537199
11719045_a_at,6.14256799,-0.363949888,0.085434062,-4.260009182,2.04E-05,0.000433658
11719048_a_at,7.61569439,0.349894832,0.077031194,4.542248579,5.57E-06,0.000140155
11719056_s_at,8.254060696,-0.21467947,0.073758465,-2.910573976,0.003607656,0.032938088
11719057_a_at,6.002990608,-0.344801441,0.086350899,-3.993026659,6.52E-05,0.001183859
11719062_a_at,5.026219796,0.335567337,0.095407327,3.517207191,0.000436113,0.005873973
11719067_s_at,5.298637856,0.337906363,0.092529964,3.651858791,0.000260349,0.003800437
11719110_a_at,5.545096505,0.295586008,0.090008896,3.283964367,0.001023579,0.011874748
11719113_a_at,7.643388134,-0.221987955,0.076502651,-2.901702769,0.003711405,0.033733795
11719114_a_at,5.418332562,-0.326691095,0.09139549,-3.574477181,0.000350928,0.004884121
11719120_a_at,3.947276803,0.46769188,0.108060683,4.328048529,1.50E-05,0.000333563
11719121_a_at,5.614451187,-0.363545454,0.09003567,-4.037793627,5.40E-05,0.001008768
11719122_at,6.516620617,0.230310966,0.082445733,2.793485585,0.005214335,0.044071975
11719123_a_at,5.20015353,0.364630126,0.093620637,3.894762271,9.83E-05,0.001675531
11719126_a_at,6.106047591,-0.245749915,0.085270378,-2.882008043,0.003951496,0.035462936
11719135_a_at,2.707820499,0.568993485,0.129103826,4.407255002,1.05E-05,0.000244044
11719145_a_at,8.469737643,-0.311615408,0.073152749,-4.2597908,2.05E-05,0.000433866
11719146_x_at,9.729019611,-0.242147228,0.068351642,-3.542668765,0.0003961,0.005415353
11719154_a_at,4.152416748,0.524871609,0.105634144,4.968768541,6.74E-07,2.13E-05
11719155_a_at,5.375753653,0.274402259,0.091611168,2.99529264,0.002741817,0.026275024
11719161_a_at,4.40385514,0.325695018,0.101576812,3.206391428,0.00134411,0.014782441
11719162_a_at,6.685417957,0.365625495,0.081859298,4.466511511,7.95E-06,0.000190434
11719163_a_at,4.069803425,0.386212244,0.105828512,3.649415802,0.000262837,0.003833398
11719164_a_at,4.809764988,0.319635823,0.09730974,3.2847259,0.001020816,0.01184652
11719170_a_at,5.416439469,0.255722755,0.091118931,2.806472282,0.005008722,0.042808828
11719171_a_at,4.323653202,-0.611620073,0.104776687,-5.837367924,5.30E-09,2.57E-07
11719172_x_at,4.807112869,-0.704005653,0.100325289,-7.017230256,2.26E-12,1.90E-10
11719173_s_at,6.927012684,0.341806682,0.080446639,4.24886215,2.15E-05,0.000453104
11719195_a_at,5.945526956,0.371365536,0.086918196,4.27258679,1.93E-05,0.000411945
11719215_a_at,6.270584088,-0.406985362,0.084610999,-4.810076303,1.51E-06,4.38E-05
11719221_a_at,3.65443211,-0.35713269,0.111387781,-3.206210653,0.001344955,0.014787921
11719227_x_at,8.206348998,0.249483087,0.074137409,3.365144388,0.000765036,0.009367194
11719241_x_at,7.642300405,-0.233697601,0.076562464,-3.052378264,0.002270358,0.022510033
11719243_a_at,5.416214936,0.294403553,0.091207897,3.227829623,0.001247332,0.013911651
11719245_a_at,5.438202042,-0.319931992,0.091083469,-3.512514359,0.000443888,0.00596176
11719249_at,8.629563698,-0.359845212,0.072644626,-4.953500764,7.29E-07,2.28E-05
11719280_a_at,7.960575737,0.212317976,0.075035192,2.829578619,0.004660935,0.040410862
11719290_at,6.757405037,0.2506863,0.081106197,3.090840272,0.00199591,0.02028367
11719301_s_at,6.937744867,0.229027059,0.080073941,2.860194653,0.004233811,0.037611539
11719305_at,6.327468164,-0.362778175,0.084046464,-4.316400188,1.59E-05,0.000348752
11719315_a_at,4.09614928,0.37268218,0.105365142,3.537053827,0.000404617,0.005507103
11719317_x_at,4.296629298,0.337493077,0.102775639,3.283784756,0.001024231,0.01187502
11719332_at,4.975967026,-0.367886079,0.095928079,-3.83501976,0.000125554,0.002059581
